Order ID,Order Date,Sales,Quantity,Category,Cluster
CA-3559,2022-01-03,505.62,7,Furniture,1
CA-3560,2022-01-04,796.57,1,Furniture,2
CA-3561,2022-01-05,710.02,3,Technology,2
CA-3562,2022-01-06,59.72,8,Technology,1
CA-3563,2022-01-07,82.17,9,Furniture,1
CA-3564,2022-01-08,408.84,3,Office Supplies,0
CA-3565,2022-01-09,302.34,1,Office Supplies,0
CA-3566,2022-01-10,240.06,1,Furniture,0
CA-3567,2022-01-11,288.19,7,Technology,1
CA-3568,2022-01-12,805.45,5,Office Supplies,2
CA-3569,2022-01-13,929.94,1,Technology,2
CA-3570,2022-01-14,411.05,6,Office Supplies,1
CA-3571,2022-01-15,907.05,6,Technology,2
CA-3572,2022-01-16,328.28,4,Office Supplies,0
CA-3573,2022-01-17,481.67,7,Technology,1
CA-3574,2022-01-18,233.77,7,Technology,1
CA-3575,2022-01-19,644.07,9,Technology,1
CA-3576,2022-01-20,979.19,1,Furniture,2
CA-3577,2022-01-21,607.46,5,Technology,2
CA-3578,2022-01-22,364.24,3,Furniture,0
CA-3579,2022-01-23,651.34,7,Furniture,1
CA-3580,2022-01-24,131.69,4,Technology,0
CA-3581,2022-01-25,889.77,4,Furniture,2
CA-3582,2022-01-26,508.05,1,Furniture,0
CA-3583,2022-01-27,454.86,1,Furniture,0
CA-3584,2022-01-28,590.01,2,Office Supplies,2
CA-3585,2022-01-29,628.54,2,Technology,2
CA-3586,2022-01-30,81.06,1,Furniture,0
CA-3587,2022-01-31,685.79,8,Technology,1
CA-3588,2022-02-01,249.51,6,Furniture,1
CA-3589,2022-02-02,716.81,6,Technology,1
CA-3590,2022-02-03,824.31,9,Furniture,1
CA-3591,2022-02-04,805.92,5,Office Supplies,2
CA-3592,2022-02-05,556.98,4,Office Supplies,2
CA-3593,2022-02-06,524.97,6,Office Supplies,1
CA-3594,2022-02-07,151.45,8,Furniture,1
CA-3595,2022-02-08,777.59,1,Technology,2
CA-3596,2022-02-09,278.7,7,Furniture,1
CA-3597,2022-02-10,501.73,8,Office Supplies,1
CA-3598,2022-02-11,291.43,9,Furniture,1
CA-3599,2022-02-12,142.49,8,Technology,1
CA-3600,2022-02-13,633.26,7,Office Supplies,1
CA-3601,2022-02-14,63.79,3,Furniture,0
CA-3602,2022-02-15,751.16,2,Technology,2
CA-3603,2022-02-16,324.41,3,Office Supplies,0
CA-3604,2022-02-17,10.13,4,Technology,0
CA-3605,2022-02-18,516.02,4,Technology,2
CA-3606,2022-02-19,56.38,6,Office Supplies,0
CA-3607,2022-02-20,283.41,7,Furniture,1
CA-3608,2022-02-21,709.91,4,Furniture,2
CA-3609,2022-02-22,72.06,6,Furniture,0
CA-3610,2022-02-23,840.95,9,Furniture,1
CA-3611,2022-02-24,13.78,6,Technology,0
CA-3612,2022-02-25,254.36,3,Furniture,0
CA-3613,2022-02-26,743.5,1,Furniture,2
CA-3614,2022-02-27,323.11,5,Technology,0
CA-3615,2022-02-28,110.87,3,Technology,0
CA-3616,2022-03-01,366.63,8,Office Supplies,1
CA-3617,2022-03-02,277.69,1,Technology,0
CA-3618,2022-03-03,844.28,2,Office Supplies,2
CA-3619,2022-03-04,320.21,3,Office Supplies,0
CA-3620,2022-03-05,791.04,3,Furniture,2
CA-3621,2022-03-06,892.95,8,Furniture,1
CA-3622,2022-03-07,439.48,5,Furniture,0
CA-3623,2022-03-08,910.84,8,Technology,1
CA-3624,2022-03-09,383.54,6,Technology,1
CA-3625,2022-03-10,964.44,2,Furniture,2
CA-3626,2022-03-11,98.4,4,Furniture,0
CA-3627,2022-03-12,690.15,9,Technology,1
CA-3628,2022-03-13,498.88,4,Office Supplies,0
CA-3629,2022-03-14,393.77,5,Office Supplies,0
CA-3630,2022-03-15,636.38,5,Furniture,2
CA-3631,2022-03-16,706.82,8,Furniture,1
CA-3632,2022-03-17,14.32,6,Furniture,0
CA-3633,2022-03-18,175.28,7,Office Supplies,1
CA-3634,2022-03-19,715.92,6,Furniture,1
CA-3635,2022-03-20,669.72,5,Office Supplies,2
CA-3636,2022-03-21,966.39,5,Technology,2
CA-3637,2022-03-22,763.43,3,Technology,2
CA-3638,2022-03-23,951.26,7,Technology,2
CA-3639,2022-03-24,705.52,5,Furniture,2
CA-3640,2022-03-25,305.07,7,Technology,1
CA-3641,2022-03-26,114.31,2,Office Supplies,0
CA-3642,2022-03-27,784.01,9,Office Supplies,1
CA-3643,2022-03-28,647.71,8,Office Supplies,1
CA-3644,2022-03-29,57.7,5,Furniture,0
CA-3645,2022-03-30,366.45,2,Furniture,0
CA-3646,2022-03-31,957.23,6,Office Supplies,2
CA-3647,2022-04-01,505.4,8,Office Supplies,1
CA-3648,2022-04-02,438.4,7,Office Supplies,1
CA-3649,2022-04-03,463.12,8,Office Supplies,1
CA-3650,2022-04-04,216.79,4,Technology,0
CA-3651,2022-04-05,375.02,3,Office Supplies,0
CA-3652,2022-04-06,376.12,7,Furniture,1
CA-3653,2022-04-07,61.83,2,Furniture,0
CA-3654,2022-04-08,769.89,5,Furniture,2
CA-3655,2022-04-09,422.34,7,Furniture,1
CA-3656,2022-04-10,823.96,1,Furniture,2
CA-3657,2022-04-11,851.84,4,Office Supplies,2
CA-3658,2022-04-12,219.87,2,Office Supplies,0
CA-3659,2022-04-13,660.78,6,Technology,1
CA-3660,2022-04-14,477.56,1,Technology,0
CA-3661,2022-04-15,881.36,7,Technology,1
CA-3662,2022-04-16,223.58,3,Office Supplies,0
CA-3663,2022-04-17,681.04,1,Technology,2
CA-3664,2022-04-18,611.67,8,Office Supplies,1
CA-3665,2022-04-19,302.35,7,Furniture,1
CA-3666,2022-04-20,145.23,2,Office Supplies,0
CA-3667,2022-04-21,655.12,7,Office Supplies,1
CA-3668,2022-04-22,741.21,3,Furniture,2
CA-3669,2022-04-23,322.47,9,Furniture,1
CA-3670,2022-04-24,648.38,8,Furniture,1
CA-3671,2022-04-25,401.18,5,Technology,0
CA-3672,2022-04-26,716.07,7,Technology,1
CA-3673,2022-04-27,207.22,3,Technology,0
CA-3674,2022-04-28,891.31,1,Furniture,2
CA-3675,2022-04-29,294.54,1,Technology,0
CA-3676,2022-04-30,374.11,2,Furniture,0
CA-3677,2022-05-01,67.51,8,Furniture,1
CA-3678,2022-05-02,120.4,1,Furniture,0
CA-3679,2022-05-03,520.7,5,Technology,1
CA-3680,2022-05-04,274.92,9,Technology,1
CA-3681,2022-05-05,837.13,9,Furniture,1
CA-3682,2022-05-06,24.55,2,Technology,0
CA-3683,2022-05-07,385.3,7,Office Supplies,1
CA-3684,2022-05-08,343.97,1,Technology,0
CA-3685,2022-05-09,29.13,3,Furniture,0
CA-3686,2022-05-10,133.12,6,Furniture,0
CA-3687,2022-05-11,419.51,9,Furniture,1
CA-3688,2022-05-12,497.94,2,Office Supplies,0
CA-3689,2022-05-13,410.25,7,Furniture,1
CA-3690,2022-05-14,535.63,4,Furniture,2
CA-3691,2022-05-15,599.18,2,Technology,2
CA-3692,2022-05-16,19.82,3,Office Supplies,0
CA-3693,2022-05-17,469.45,6,Technology,1
CA-3694,2022-05-18,963.86,9,Furniture,1
CA-3695,2022-05-19,523.84,8,Furniture,1
CA-3696,2022-05-20,680.77,9,Office Supplies,1
CA-3697,2022-05-21,318.75,4,Furniture,0
CA-3698,2022-05-22,776.25,4,Office Supplies,2
CA-3699,2022-05-23,775.19,9,Technology,1
CA-3700,2022-05-24,526.08,8,Office Supplies,1
CA-3701,2022-05-25,976.25,2,Technology,2
CA-3702,2022-05-26,134.29,8,Furniture,1
CA-3703,2022-05-27,26.78,1,Technology,0
CA-3704,2022-05-28,772.46,9,Technology,1
CA-3705,2022-05-29,809.08,9,Technology,1
CA-3706,2022-05-30,129.01,8,Office Supplies,1
CA-3707,2022-05-31,272.93,5,Technology,0
CA-3708,2022-06-01,27.38,5,Office Supplies,0
CA-3709,2022-06-02,300.38,3,Office Supplies,0
CA-3710,2022-06-03,775.41,5,Office Supplies,2
CA-3711,2022-06-04,522.78,4,Furniture,2
CA-3712,2022-06-05,354.61,1,Furniture,0
CA-3713,2022-06-06,378.02,9,Furniture,1
CA-3714,2022-06-07,11.34,4,Office Supplies,0
CA-3715,2022-06-08,306.8,3,Furniture,0
CA-3716,2022-06-09,649.99,6,Technology,1
CA-3717,2022-06-10,974.45,1,Office Supplies,2
CA-3718,2022-06-11,848.59,5,Furniture,2
CA-3719,2022-06-12,33.36,7,Office Supplies,1
CA-3720,2022-06-13,899.57,2,Furniture,2
CA-3721,2022-06-14,785.37,9,Technology,1
CA-3722,2022-06-15,782.57,6,Office Supplies,2
CA-3723,2022-06-16,463.42,2,Furniture,0
CA-3724,2022-06-17,404.03,8,Furniture,1
CA-3725,2022-06-18,309.89,8,Technology,1
CA-3726,2022-06-19,75.04,1,Technology,0
CA-3727,2022-06-20,235.95,1,Furniture,0
CA-3728,2022-06-21,254.14,1,Furniture,0
CA-3729,2022-06-22,489.24,4,Office Supplies,0
CA-3730,2022-06-23,749.97,4,Office Supplies,2
CA-3731,2022-06-24,479.07,8,Furniture,1
CA-3732,2022-06-25,67.27,1,Technology,0
CA-3733,2022-06-26,958.21,3,Office Supplies,2
CA-3734,2022-06-27,943.3,1,Furniture,2
CA-3735,2022-06-28,787.34,9,Technology,1
CA-3736,2022-06-29,991.41,9,Technology,1
CA-3737,2022-06-30,549.04,7,Furniture,1
CA-3738,2022-07-01,963.14,8,Furniture,1
CA-3739,2022-07-02,84.85,1,Office Supplies,0
CA-3740,2022-07-03,372.02,5,Furniture,0
CA-3741,2022-07-04,233.13,2,Office Supplies,0
CA-3742,2022-07-05,203.87,1,Technology,0
CA-3743,2022-07-06,149.39,3,Office Supplies,0
CA-3744,2022-07-07,626.19,7,Furniture,1
CA-3745,2022-07-08,783.51,1,Office Supplies,2
CA-3746,2022-07-09,582.52,2,Technology,2
CA-3747,2022-07-10,155.49,2,Technology,0
CA-3748,2022-07-11,813.01,4,Furniture,2
CA-3749,2022-07-12,639.6,3,Office Supplies,2
CA-3750,2022-07-13,394.28,3,Furniture,0
CA-3751,2022-07-14,677.39,5,Furniture,2
CA-3752,2022-07-15,267.31,3,Technology,0
CA-3753,2022-07-16,351.74,7,Office Supplies,1
CA-3754,2022-07-17,918.31,5,Furniture,2
CA-3755,2022-07-18,297.6,4,Technology,0
CA-3756,2022-07-19,475.29,3,Furniture,0
CA-3757,2022-07-20,891.24,4,Office Supplies,2
CA-3758,2022-07-21,710.64,2,Furniture,2
CA-3759,2022-07-22,71.58,1,Office Supplies,0
CA-3760,2022-07-23,155.83,3,Technology,0
CA-3761,2022-07-24,17.76,2,Technology,0
CA-3762,2022-07-25,634.61,1,Furniture,2
CA-3763,2022-07-26,453.2,1,Technology,0
CA-3764,2022-07-27,142.93,2,Furniture,0
CA-3765,2022-07-28,958.35,9,Furniture,1
CA-3766,2022-07-29,534.36,5,Office Supplies,2
CA-3767,2022-07-30,249.47,9,Furniture,1
CA-3768,2022-07-31,505.6,8,Office Supplies,1
CA-3769,2022-08-01,682.82,6,Furniture,1
CA-3770,2022-08-02,85.48,1,Office Supplies,0
CA-3771,2022-08-03,281.96,5,Technology,0
CA-3772,2022-08-04,808.9,1,Furniture,2
CA-3773,2022-08-05,465.07,7,Office Supplies,1
CA-3774,2022-08-06,551.11,8,Furniture,1
CA-3775,2022-08-07,438.49,8,Office Supplies,1
CA-3776,2022-08-08,53.46,7,Office Supplies,1
CA-3777,2022-08-09,174.09,2,Furniture,0
CA-3778,2022-08-10,451.09,5,Furniture,0
CA-3779,2022-08-11,217.09,4,Technology,0
CA-3780,2022-08-12,59.48,5,Technology,0
CA-3781,2022-08-13,845.21,9,Technology,1
CA-3782,2022-08-14,981.38,4,Furniture,2
CA-3783,2022-08-15,795.21,8,Technology,1
CA-3784,2022-08-16,855.25,8,Office Supplies,1
CA-3785,2022-08-17,249.56,2,Furniture,0
CA-3786,2022-08-18,961.02,6,Office Supplies,2
CA-3787,2022-08-19,204.96,5,Office Supplies,0
CA-3788,2022-08-20,951.92,2,Office Supplies,2
CA-3789,2022-08-21,994.87,4,Furniture,2
CA-3790,2022-08-22,714.61,7,Furniture,1
CA-3791,2022-08-23,981.33,1,Technology,2
CA-3792,2022-08-24,573.84,9,Technology,1
CA-3793,2022-08-25,266.95,1,Technology,0
CA-3794,2022-08-26,442.63,5,Technology,0
CA-3795,2022-08-27,597.63,7,Office Supplies,1
CA-3796,2022-08-28,82.35,8,Furniture,1
CA-3797,2022-08-29,626.12,2,Technology,2
CA-3798,2022-08-30,981.37,4,Office Supplies,2
CA-3799,2022-08-31,198.21,2,Furniture,0
CA-3800,2022-09-01,794.67,4,Furniture,2
CA-3801,2022-09-02,908.82,6,Furniture,2
CA-3802,2022-09-03,944.26,6,Office Supplies,2
CA-3803,2022-09-04,960.53,2,Technology,2
CA-3804,2022-09-05,526.25,4,Furniture,2
CA-3805,2022-09-06,977.53,4,Office Supplies,2
CA-3806,2022-09-07,759.74,1,Furniture,2
CA-3807,2022-09-08,170.05,2,Office Supplies,0
CA-3808,2022-09-09,482.13,3,Technology,0
CA-3809,2022-09-10,721.15,5,Technology,2
CA-3810,2022-09-11,254.87,8,Furniture,1
CA-3811,2022-09-12,644.21,6,Technology,1
CA-3812,2022-09-13,669.93,3,Technology,2
CA-3813,2022-09-14,171.07,6,Office Supplies,0
CA-3814,2022-09-15,569.43,7,Office Supplies,1
CA-3815,2022-09-16,773.91,6,Furniture,2
CA-3816,2022-09-17,503.91,6,Office Supplies,1
CA-3817,2022-09-18,21.98,1,Technology,0
CA-3818,2022-09-19,18.95,3,Office Supplies,0
CA-3819,2022-09-20,363.46,7,Technology,1
CA-3820,2022-09-21,926.93,4,Furniture,2
CA-3821,2022-09-22,236.39,4,Technology,0
CA-3822,2022-09-23,638.02,7,Office Supplies,1
CA-3823,2022-09-24,229.86,9,Office Supplies,1
CA-3824,2022-09-25,328.45,2,Office Supplies,0
CA-3825,2022-09-26,849.56,9,Office Supplies,1
CA-3826,2022-09-27,731.57,3,Furniture,2
CA-3827,2022-09-28,104.45,6,Technology,0
CA-3828,2022-09-29,434.42,4,Office Supplies,0
CA-3829,2022-09-30,38.88,1,Technology,0
CA-3830,2022-10-01,486.08,9,Furniture,1
CA-3831,2022-10-02,665.81,6,Technology,1
CA-3832,2022-10-03,127.32,8,Office Supplies,1
CA-3833,2022-10-04,296.0,2,Technology,0
CA-3834,2022-10-05,403.86,7,Office Supplies,1
CA-3835,2022-10-06,920.34,6,Office Supplies,2
CA-3836,2022-10-07,993.32,2,Furniture,2
CA-3837,2022-10-08,54.46,2,Furniture,0
CA-3838,2022-10-09,763.4,4,Technology,2
CA-3839,2022-10-10,378.01,4,Technology,0
CA-3840,2022-10-11,398.53,3,Office Supplies,0
CA-3841,2022-10-12,756.72,8,Office Supplies,1
CA-3842,2022-10-13,919.24,7,Office Supplies,2
CA-3843,2022-10-14,951.42,2,Office Supplies,2
CA-3844,2022-10-15,581.35,3,Furniture,2
CA-3845,2022-10-16,363.55,9,Office Supplies,1
CA-3846,2022-10-17,789.67,5,Furniture,2
CA-3847,2022-10-18,258.49,2,Technology,0
CA-3848,2022-10-19,568.43,3,Technology,2
CA-3849,2022-10-20,364.99,8,Furniture,1
CA-3850,2022-10-21,660.06,4,Office Supplies,2
CA-3851,2022-10-22,247.99,2,Technology,0
CA-3852,2022-10-23,199.68,2,Furniture,0
CA-3853,2022-10-24,919.06,6,Technology,2
CA-3854,2022-10-25,110.79,8,Office Supplies,1
CA-3855,2022-10-26,510.9,7,Furniture,1
CA-3856,2022-10-27,228.64,4,Technology,0
CA-3857,2022-10-28,48.54,2,Office Supplies,0
CA-3858,2022-10-29,45.66,9,Furniture,1
CA-3859,2022-10-30,183.47,4,Furniture,0
CA-3860,2022-10-31,868.1,9,Furniture,1
CA-3861,2022-11-01,289.65,5,Furniture,0
CA-3862,2022-11-02,950.95,7,Technology,2
CA-3863,2022-11-03,585.81,5,Furniture,2
CA-3864,2022-11-04,442.25,2,Furniture,0
CA-3865,2022-11-05,584.29,6,Furniture,1
CA-3866,2022-11-06,521.53,7,Furniture,1
CA-3867,2022-11-07,761.19,6,Furniture,2
CA-3868,2022-11-08,289.67,3,Office Supplies,0
CA-3869,2022-11-09,359.52,8,Technology,1
CA-3870,2022-11-10,895.15,3,Office Supplies,2
CA-3871,2022-11-11,946.99,5,Technology,2
CA-3872,2022-11-12,893.63,9,Furniture,1
CA-3873,2022-11-13,425.25,5,Technology,0
CA-3874,2022-11-14,782.56,7,Furniture,1
CA-3875,2022-11-15,481.57,7,Furniture,1
CA-3876,2022-11-16,502.56,5,Office Supplies,1
CA-3877,2022-11-17,212.63,2,Office Supplies,0
CA-3878,2022-11-18,595.22,5,Office Supplies,2
CA-3879,2022-11-19,194.27,7,Technology,1
CA-3880,2022-11-20,338.25,7,Technology,1
CA-3881,2022-11-21,856.48,4,Office Supplies,2
CA-3882,2022-11-22,215.01,1,Office Supplies,0
CA-3883,2022-11-23,80.45,6,Furniture,0
CA-3884,2022-11-24,78.32,3,Technology,0
CA-3885,2022-11-25,941.38,5,Furniture,2
CA-3886,2022-11-26,511.85,4,Technology,2
CA-3887,2022-11-27,415.32,2,Office Supplies,0
CA-3888,2022-11-28,812.77,7,Technology,1
CA-3889,2022-11-29,837.47,5,Technology,2
CA-3890,2022-11-30,338.87,7,Furniture,1
CA-3891,2022-12-01,696.68,9,Office Supplies,1
CA-3892,2022-12-02,773.41,4,Office Supplies,2
CA-3893,2022-12-03,658.1,5,Office Supplies,2
CA-3894,2022-12-04,160.08,9,Furniture,1
CA-3895,2022-12-05,877.12,4,Furniture,2
CA-3896,2022-12-06,543.7,5,Furniture,2
CA-3897,2022-12-07,289.65,5,Technology,0
CA-3898,2022-12-08,430.98,8,Technology,1
CA-3899,2022-12-09,47.2,4,Furniture,0
CA-3900,2022-12-10,136.59,4,Furniture,0
CA-3901,2022-12-11,767.89,7,Office Supplies,1
CA-3902,2022-12-12,10.01,5,Technology,0
CA-3903,2022-12-13,422.4,6,Technology,1
CA-3904,2022-12-14,527.29,6,Office Supplies,1
CA-3905,2022-12-15,64.09,6,Office Supplies,0
CA-3906,2022-12-16,973.35,5,Office Supplies,2
CA-3907,2022-12-17,233.86,5,Furniture,0
CA-3908,2022-12-18,311.16,9,Furniture,1
CA-3909,2022-12-19,310.9,8,Furniture,1
CA-3910,2022-12-20,238.11,4,Furniture,0
CA-3911,2022-12-21,11.46,7,Furniture,0
CA-3912,2022-12-22,732.05,8,Technology,1
CA-3913,2022-12-23,967.18,9,Technology,1
CA-3914,2022-12-24,232.05,5,Technology,0
CA-3915,2022-12-25,666.42,3,Office Supplies,2
CA-3916,2022-12-26,744.48,4,Technology,2
CA-3917,2022-12-27,849.94,6,Office Supplies,2
CA-3918,2022-12-28,428.4,5,Technology,0
CA-3919,2022-12-29,309.9,9,Furniture,1
CA-3920,2022-12-30,332.04,3,Technology,0
CA-3921,2022-12-31,715.5,2,Furniture,2
CA-3922,2023-01-01,818.61,6,Furniture,2
CA-3923,2023-01-02,189.8,7,Technology,1
CA-3924,2023-01-03,377.23,5,Technology,0
CA-3925,2023-01-04,902.92,1,Furniture,2
CA-3926,2023-01-05,808.63,3,Office Supplies,2
CA-3927,2023-01-06,985.01,3,Office Supplies,2
CA-3928,2023-01-07,756.71,4,Technology,2
CA-3929,2023-01-08,399.26,6,Furniture,1
CA-3930,2023-01-09,594.73,5,Office Supplies,2
CA-3931,2023-01-10,664.4,1,Technology,2
CA-3932,2023-01-11,87.67,6,Technology,0
CA-3933,2023-01-12,549.05,9,Furniture,1
CA-3934,2023-01-13,712.23,1,Office Supplies,2
CA-3935,2023-01-14,175.65,8,Technology,1
CA-3936,2023-01-15,782.83,8,Office Supplies,1
CA-3937,2023-01-16,587.94,3,Technology,2
CA-3938,2023-01-17,952.7,9,Technology,1
CA-3939,2023-01-18,52.0,8,Office Supplies,1
CA-3940,2023-01-19,272.67,3,Office Supplies,0
CA-3941,2023-01-20,605.54,5,Furniture,2
CA-3942,2023-01-21,303.59,3,Furniture,0
CA-3943,2023-01-22,717.28,5,Furniture,2
CA-3944,2023-01-23,761.42,9,Furniture,1
CA-3945,2023-01-24,111.49,4,Office Supplies,0
CA-3946,2023-01-25,518.72,6,Furniture,1
CA-3947,2023-01-26,513.8,3,Office Supplies,2
CA-3948,2023-01-27,375.59,3,Technology,0
CA-3949,2023-01-28,933.6,5,Office Supplies,2
CA-3950,2023-01-29,829.23,8,Furniture,1
CA-3951,2023-01-30,700.24,8,Office Supplies,1
CA-3952,2023-01-31,717.18,3,Office Supplies,2
CA-3953,2023-02-01,467.1,8,Office Supplies,1
CA-3954,2023-02-02,921.78,8,Office Supplies,1
CA-3955,2023-02-03,697.65,3,Office Supplies,2
CA-3956,2023-02-04,731.69,2,Furniture,2
CA-3957,2023-02-05,863.07,2,Office Supplies,2
CA-3958,2023-02-06,281.33,9,Furniture,1
CA-3959,2023-02-07,809.0,7,Technology,1
CA-3960,2023-02-08,203.29,6,Office Supplies,0
CA-3961,2023-02-09,351.89,7,Technology,1
CA-3962,2023-02-10,342.25,8,Furniture,1
CA-3963,2023-02-11,978.74,1,Office Supplies,2
CA-3964,2023-02-12,857.97,8,Technology,1
CA-3965,2023-02-13,704.16,3,Furniture,2
CA-3966,2023-02-14,729.79,3,Technology,2
CA-3967,2023-02-15,566.45,6,Office Supplies,1
CA-3968,2023-02-16,947.62,4,Office Supplies,2
CA-3969,2023-02-17,501.3,4,Office Supplies,0
CA-3970,2023-02-18,386.71,4,Furniture,0
CA-3971,2023-02-19,171.4,9,Technology,1
CA-3972,2023-02-20,788.34,8,Furniture,1
CA-3973,2023-02-21,737.1,3,Technology,2
CA-3974,2023-02-22,390.51,1,Furniture,0
CA-3975,2023-02-23,34.94,1,Office Supplies,0
CA-3976,2023-02-24,840.61,1,Technology,2
CA-3977,2023-02-25,21.3,4,Technology,0
CA-3978,2023-02-26,706.66,6,Technology,1
CA-3979,2023-02-27,970.55,4,Furniture,2
CA-3980,2023-02-28,443.28,3,Office Supplies,0
CA-3981,2023-03-01,242.62,8,Technology,1
CA-3982,2023-03-02,707.82,8,Furniture,1
CA-3983,2023-03-03,818.96,6,Technology,2
CA-3984,2023-03-04,550.97,9,Office Supplies,1
CA-3985,2023-03-05,967.36,1,Technology,2
CA-3986,2023-03-06,61.15,8,Office Supplies,1
CA-3987,2023-03-07,509.75,6,Furniture,1
CA-3988,2023-03-08,721.27,1,Furniture,2
CA-3989,2023-03-09,864.01,4,Office Supplies,2
CA-3990,2023-03-10,187.46,5,Office Supplies,0
CA-3991,2023-03-11,802.0,7,Furniture,1
CA-3992,2023-03-12,557.18,8,Office Supplies,1
CA-3993,2023-03-13,402.59,9,Office Supplies,1
CA-3994,2023-03-14,140.4,6,Technology,0
CA-3995,2023-03-15,866.64,9,Furniture,1
CA-3996,2023-03-16,165.7,4,Furniture,0
CA-3997,2023-03-17,316.69,8,Office Supplies,1
CA-3998,2023-03-18,297.15,3,Office Supplies,0
CA-3999,2023-03-19,872.7,4,Office Supplies,2
CA-4000,2023-03-20,675.98,4,Furniture,2
CA-4001,2023-03-21,798.71,6,Technology,2
CA-4002,2023-03-22,257.96,9,Furniture,1
CA-4003,2023-03-23,628.63,6,Technology,1
CA-4004,2023-03-24,576.03,1,Office Supplies,2
CA-4005,2023-03-25,834.5,5,Furniture,2
CA-4006,2023-03-26,907.03,9,Technology,1
CA-4007,2023-03-27,22.04,5,Furniture,0
CA-4008,2023-03-28,677.28,6,Technology,1
CA-4009,2023-03-29,61.32,3,Technology,0
CA-4010,2023-03-30,553.37,8,Furniture,1
CA-4011,2023-03-31,294.76,4,Office Supplies,0
CA-4012,2023-04-01,313.71,4,Furniture,0
CA-4013,2023-04-02,359.43,5,Office Supplies,0
CA-4014,2023-04-03,625.08,9,Technology,1
CA-4015,2023-04-04,340.71,8,Technology,1
CA-4016,2023-04-05,735.37,7,Furniture,1
CA-4017,2023-04-06,410.48,5,Furniture,0
CA-4018,2023-04-07,77.67,9,Office Supplies,1
CA-4019,2023-04-08,785.92,9,Office Supplies,1
CA-4020,2023-04-09,292.9,2,Furniture,0
CA-4021,2023-04-10,438.44,4,Office Supplies,0
CA-4022,2023-04-11,688.59,8,Office Supplies,1
CA-4023,2023-04-12,339.13,1,Furniture,0
CA-4024,2023-04-13,66.02,5,Furniture,0
CA-4025,2023-04-14,380.18,8,Technology,1
CA-4026,2023-04-15,945.0,2,Technology,2
CA-4027,2023-04-16,645.32,2,Furniture,2
CA-4028,2023-04-17,674.76,8,Technology,1
CA-4029,2023-04-18,635.96,9,Office Supplies,1
CA-4030,2023-04-19,207.0,7,Furniture,1
CA-4031,2023-04-20,424.15,8,Technology,1
CA-4032,2023-04-21,753.43,5,Furniture,2
CA-4033,2023-04-22,110.36,1,Technology,0
CA-4034,2023-04-23,285.07,4,Furniture,0
CA-4035,2023-04-24,283.56,2,Office Supplies,0
CA-4036,2023-04-25,437.7,3,Technology,0
CA-4037,2023-04-26,980.57,3,Furniture,2
CA-4038,2023-04-27,76.83,9,Office Supplies,1
CA-4039,2023-04-28,523.51,4,Technology,2
CA-4040,2023-04-29,187.57,2,Technology,0
CA-4041,2023-04-30,970.97,3,Furniture,2
CA-4042,2023-05-01,122.17,3,Office Supplies,0
CA-4043,2023-05-02,409.56,7,Furniture,1
CA-4044,2023-05-03,740.51,8,Technology,1
CA-4045,2023-05-04,707.51,6,Furniture,1
CA-4046,2023-05-05,428.5,4,Furniture,0
CA-4047,2023-05-06,353.06,6,Office Supplies,1
CA-4048,2023-05-07,403.64,1,Office Supplies,0
CA-4049,2023-05-08,271.63,8,Technology,1
CA-4050,2023-05-09,213.28,1,Office Supplies,0
CA-4051,2023-05-10,488.21,5,Furniture,1
CA-4052,2023-05-11,275.85,2,Technology,0
CA-4053,2023-05-12,294.59,6,Office Supplies,1
CA-4054,2023-05-13,660.19,9,Furniture,1
CA-4055,2023-05-14,968.85,5,Furniture,2
CA-4056,2023-05-15,607.6,4,Technology,2
CA-4057,2023-05-16,86.21,2,Technology,0
CA-4058,2023-05-17,84.83,3,Office Supplies,0
CA-4059,2023-05-18,951.91,6,Office Supplies,2
CA-4060,2023-05-19,304.32,8,Office Supplies,1
CA-4061,2023-05-20,101.15,8,Office Supplies,1
CA-4062,2023-05-21,603.05,5,Technology,2
CA-4063,2023-05-22,627.41,5,Furniture,2
CA-4064,2023-05-23,652.02,3,Furniture,2
CA-4065,2023-05-24,274.73,7,Office Supplies,1
CA-4066,2023-05-25,24.96,6,Technology,0
CA-4067,2023-05-26,965.37,1,Office Supplies,2
CA-4068,2023-05-27,258.38,4,Office Supplies,0
CA-4069,2023-05-28,679.27,6,Technology,1
CA-4070,2023-05-29,709.56,6,Furniture,1
CA-4071,2023-05-30,613.91,3,Furniture,2
CA-4072,2023-05-31,319.78,6,Office Supplies,1
CA-4073,2023-06-01,278.39,6,Technology,1
CA-4074,2023-06-02,601.69,9,Furniture,1
CA-4075,2023-06-03,867.43,9,Furniture,1
CA-4076,2023-06-04,947.27,2,Technology,2
CA-4077,2023-06-05,114.85,4,Technology,0
CA-4078,2023-06-06,163.28,9,Furniture,1
CA-4079,2023-06-07,945.29,4,Office Supplies,2
CA-4080,2023-06-08,739.17,8,Office Supplies,1
CA-4081,2023-06-09,884.16,3,Furniture,2
CA-4082,2023-06-10,210.61,3,Office Supplies,0
CA-4083,2023-06-11,591.71,9,Office Supplies,1
CA-4084,2023-06-12,704.13,8,Technology,1
CA-4085,2023-06-13,683.31,1,Technology,2
CA-4086,2023-06-14,414.07,2,Technology,0
CA-4087,2023-06-15,25.24,3,Office Supplies,0
CA-4088,2023-06-16,587.1,2,Technology,2
